SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD54_2014-06_NE08_1,OSD54_2014-06-21_1m_NE08,OSD2014,OSD54,OSD54_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf,"Sampling at 1m from floating dockat Dept.of Marine Resources, Maine",2014-06-21T15:45,43.8444,-69.6409,1,m,USA,189,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,not prefiltered,Floating Dock,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275589,ERS667607,11.9,centigrade,,31,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD54_2014-06_NPL022_1,OSD54_2014-06-21_1m_NPL022,OSD2014,OSD54,OSD54_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf,"Sampling at 1m from floating dockat Dept.of Marine Resources, Maine",2014-06-21T15:45,43.8444,-69.6409,1,m,USA,189,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,not prefiltered,Floating Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275588,ERS667606,11.9,centigrade,,31,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD55_2014-06_NE08_1,OSD55_2014-06-21_1m_NE08,OSD2014,OSD55,OSD55_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf,"OSD sampling from Maine USA, Damariscotta River",2014-06-21T16:30,43.8604,-69.5781,1,m,USA,0,Northeast U.S. Continental Shelf,758,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,3 L Niskin Bottle,OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges,Floating Dock,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275587,ERS667605,12.5,centigrade,,32,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD55_2014-06_NPL022_1,OSD55_2014-06-21_1m_NPL022,OSD2014,OSD55,OSD55_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf,"OSD sampling from Maine USA, Damariscotta River",2014-06-21T16:30,43.8604,-69.5781,1,m,USA,0,Northeast U.S. Continental Shelf,758,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,3 L Niskin Bottle,OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges,Floating Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275586,ERS667604,12.5,centigrade,,32,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD56_2014-06_NPL022_1,OSD56_2014-06-24_0m_NPL022,OSD2014,OSD56,OSD56_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD56_20140624T0720Z.pdf,OSD,2014-06-24T07:20,21.2888,-156.86362,0,m,USA,13169,Insular Pacific-Hawaiian,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid washed bucket,scooped surface water with acid washed bucket,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275585,ERS667603,26.06,centigrade,,35,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD57_2014-06_NPL022_1,OSD57_2014-06-24_0m_NPL022,OSD2014,OSD57,OSD57_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD57_20140624T0738Z.pdf,OSD,2014-06-24T07:38,21.28656,-157.84351,0,m,USA,0,Insular Pacific-Hawaiian,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid washed bucket,scooped surface water with acid washed bucket,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275584,ERS667602,27.58,centigrade,,34,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD58_2014-06_NPL022_1,OSD58_2014-06-21_1m_NPL022,OSD2014,OSD58,OSD58_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD58_20140621T1530Z.pdf,time-series of coastal variability,2014-06-21T15:30,34.7181,-76.6707,1,m,USA,0,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,sea water ENVO:00002149,niskin bottle,nothing additional,dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275583,ERS667601,25.8,centigrade,,35.8,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,5.03,FTU,,2.26,V,,6.708,mg/m^3,
OSD6_2014-06_NE08_1,OSD6_2014-06-21_0m_NE08,OSD2014,OSD6,OSD6_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf,Sampling for OSD,2014-06-21T10:30,41.6666,2.8,0,m,ESP,932,Mediterranean Sea,0,Balearic Sea,3322,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"1 bucket, CTD, radiometer",sampling for OSD,not present,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,20.66,centigrade,,37.83,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD6_2014-06_NPL022_1,OSD6_2014-06-21_0m_NPL022,OSD2014,OSD6,OSD6_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf,Sampling for OSD,2014-06-21T10:30,41.6666,2.8,0,m,ESP,932,Mediterranean Sea,0,Balearic Sea,3322,marine biome ENVO:00000447,coast ENVO:00000303,sea water ENVO:00002149,"1 bucket, CTD, radiometer",sampling for OSD,not present,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282989,ERS667660,20.66,centigrade,,37.83,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2055,micromol/m^2/s,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.14,V,,0.15,mg/m^3,
OSD60_2014-06_NE08_1,OSD60_2014-06-19_0.1m_NE08,OSD2014,OSD60,OSD60_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf,collect prokaryotic and eukaryotic DNA samples,2014-06-19T15:45,33.32306,-79.16763,0.1,m,USA,90,Southeast U.S. Continental Shelf,841,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,4L sterile bottles,Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter,not present,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,27.77,centigrade,,35.13,PSU,,7.92,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,53.34,mS/cm,,not present,not present,,5.51,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD60_2014-06_NPL022_1,OSD60_2014-06-19_0.1m_NPL022,OSD2014,OSD60,OSD60_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf,collect prokaryotic and eukaryotic DNA samples,2014-06-19T15:45,33.32306,-79.16763,0.1,m,USA,90,Southeast U.S. Continental Shelf,841,North Atlantic Ocean,1912,marine biome ENVO:00000447,coast ENVO:00000303,brackish water ENVO:00002019,4L sterile bottles,Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter,not present,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275582,ERS667600,27.77,centigrade,,35.13,PSU,,7.92,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,53.34,mS/cm,,not present,not present,,5.51,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD61_2014-06_NPL022_1,OSD61_2014-06-21_0.5m_NPL022,OSD2014,OSD61,OSD61_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD61_20140621T2108Z.pdf,"Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.",2014-06-21T21:08,41.524467,-70.672174,0.5,m,USA,0,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,We filled ten 2L plastic containers containers with ocean surface water. We planned to filter 4 liters of ocean water through 5 different sterivex filters. The bucket and all plastic containers used for sampling were 10% HCl acid washed and were rinsed with DI water before sampling.,Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275581,ERS667599,19.2,centigrade,,30.7,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,7.38,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD62_2014-06_NPL022_1,OSD62_2014-06-21_0.2m_NPL022,OSD2014,OSD62,OSD62_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD62_20140621T1000Z.pdf,surface seawater microbiome in Menai Straits,2014-06-21T10:00,53.225417,-4.159028,0.2,m,GBR,0,Celtic-Biscay Shelf,0,Irish Sea and St. George's Channel,2357,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"10 L polypropylene bottles, thermometer, refractometer",surface water from Menai Straits,Floating pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275580,ERS667598,16,centigrade,,34,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD63_2014-06_NPL022_1,OSD63_2014-06-20_0m_NPL022,OSD2014,OSD63,OSD63_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD63_20140620T1130Z.pdf,Ocean Sampling Day June 2014,2014-06-20T11:30,45.31435,12.508317,0,m,ITA,13918,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 LT bottle,"Each replicate was composed by 4 sub-replicates (i.e., 4 sterivex, in order to reach a filtered volume of about 5 lt per replicate). Thus, we have a total of 16 sterivex sent (4 per replicate, one sampling site).",CNR LITUS BOAT,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275579,ERS667597,21.781,centigrade,,32.768,PSU,,8.65,dimensionless,,0.06,micromol/l,,6.17,micromol/l,,not present,not present,,0.17,micromol/l,,not present,not present,,not present,not present,,not present,not present,,46.894,mS/cm,,not present,not present,,302.7,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.6,micromol/l,,5.52,micromol/l,,2.77,FTU,,0.34,V,,0.93,mg/m^3,
OSD64_2014-06_NPL022_1,OSD64_2014-06-21_1m_NPL022,OSD2014,OSD64,OSD64_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD64_20140621T0930Z.pdf,"OSD in the bay of Odessa, Black Sea, Ukraine",2014-06-21T09:30,46.44155,30.77595,1,m,UKR,145,Black Sea,1258,Black Sea,3319,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Nansen bottle,Surface water,UOA-7119PM171G,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275578,ERS667596,20.3,centigrade,,17.63,PSU,,8.4,dimensionless,,1,micromol/l,,1,micromol/l,,not present,not present,,2,micromol/l,,not present,not present,,not present,not present,,not present,not present,,32.2,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD65_2014-06_NPL022_1,OSD65_2014-06-20_0.1m_NPL022,OSD2014,OSD65,OSD65_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD65_20140620T2230Z.pdf,collect water samples for microbial analysis.,2014-06-20T22:30,-36.292794,174.818567,0.1,m,NZL,575,New Zealand Shelf,198,South Pacific Ocean,1910,marine biome ENVO:00000447,surface water ENVO:00002042,coastal sea water ENVO:00002150,Sterilised wine bottle,Surface seawater sample.,Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275577,ERS667595,16,centigrade,,34,PSU,,8.34,dimensionless,,not present,not present,,1.1,micromol/l,,not present,not present,,0.17,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.3,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD69_2014-06_NPL022_1,OSD69_2014-06-21_0m_NPL022,OSD2014,OSD69,OSD69_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD69_20140621T1508Z.pdf,OSD samplig,2014-06-21T15:08,45.4568,12.2605,0,m,ITA,0,Mediterranean Sea,16,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,lagoon ENVO:00000038,brackish water ENVO:00002019,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275576,ERS667594,25.7,centigrade,,29.41,PSU,,7.83,dimensionless,,0.24,micromol/l,,7.69,micromol/l,,not present,not present,,0.37,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,5.01,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.94,micromol/l,,14.07,micromol/l,,not present,not present,,not present,not present,,4.11,mg/m^3,
OSD7_2014-06_NPL022_1,OSD7_2014-06-21_0.1m_NPL022,OSD2014,OSD7,OSD7_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD7_20140621T2000Z.pdf,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia",2014-06-21T20:00,-17.2894,-149.53985,0.1,m,PYF,23919,not present,not present,Iles du Vent,32803,marine reef biome ENVO:01000029,surface water ENVO:00002042,sea water ENVO:00002149,none,none,none,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275638,ERS667659,27,centigrade,,37,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,55.7,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD70_2014-06_NPL022_1,OSD70_2014-06-21_0m_NPL022,OSD2014,OSD70,OSD70_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD70_20140621T1111Z.pdf,OSD sampling,2014-06-21T11:11,45.4142,12.4378,0,m,ITA,1547,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,coastal inlet ENVO:00000137,sea water ENVO:00002149,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filter reported here,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275575,ERS667593,23.4,centigrade,,31.67,PSU,,8.24,dimensionless,,0.145,micromol/l,,3.81,micromol/l,,not present,not present,,0.35,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,5.47,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,3.81,micromol/l,,12.96,micromol/l,,not present,not present,,not present,not present,,2.62,mg/m^3,
OSD71_2014-06_NE08_1,OSD71_2014-06-21_0m_NE08,OSD2014,OSD71,OSD71_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",2014-06-20T23:35,-45.7442,170.7706,0,m,NZL,4621,New Zealand Shelf,0,South Pacific Ocean,1910,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket and Horiba U-50 Multiparameter,Surface water from Otago coastal waters,"research vessel, BERYL BREWIN",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,10.99,centigrade,,35.2,PSU,,8.35,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD71_2014-06_NPL022_1,OSD71_2014-06-21_0m_NPL022,OSD2014,OSD71,OSD71_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",2014-06-20T23:35,-45.7442,170.7706,0,m,NZL,4621,New Zealand Shelf,0,South Pacific Ocean,1910,neritic epipelagic zone biome ENVO:01000042,surface water ENVO:00002042,sea water ENVO:00002149,Bucket and Horiba U-50 Multiparameter,Surface water from Otago coastal waters,"research vessel, BERYL BREWIN",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275574,ERS667592,10.99,centigrade,,35.2,PSU,,8.35,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,54.5,mS/cm,,not present,not present,,9.05,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.7,mg/m^3,
OSD72_2014-06_NE08_1,OSD72_2014-06-21_0.8m_NE08,OSD2014,OSD72,OSD72_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",2014-06-21T09:12,54.8333,10,0.8,m,DNK,2504,Baltic Sea,0,Kattegat,2374,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,CTD with Niskin bottle rossette and single Niskin bottles (10l),surface seawater samples,RV Lttorina,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,13.994,centigrade,,14.253,PSU,,7.01,dimensionless,,0.03,micromol/l,,0.03,micromol/l,,not present,not present,,0.07,micromol/l,,not present,not present,,not present,not present,,not present,not present,,19.853,mS/cm,,not present,not present,,9.426,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.06,micromol/l,,5.95,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD72_2014-06_NPL022_1,OSD72_2014-06-21_0.8m_NPL022,OSD2014,OSD72,OSD72_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",2014-06-21T09:12,54.8333,10,0.8,m,DNK,2504,Baltic Sea,0,Kattegat,2374,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,CTD with Niskin bottle rossette and single Niskin bottles (10l),surface seawater samples,RV Lttorina,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275573,ERS667591,13.994,centigrade,,14.253,PSU,,7.01,dimensionless,,0.03,micromol/l,,0.03,micromol/l,,not present,not present,,0.07,micromol/l,,not present,not present,,not present,not present,,not present,not present,,19.853,mS/cm,,not present,not present,,9.426,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.06,micromol/l,,5.95,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD73_2014-06_NPL022_1,OSD73_2014-06-21_1m_NPL022,OSD2014,OSD73,OSD73_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD73_20140621T1115Z.pdf,Investigate Ocean Microbial Diversity,2014-06-21T11:15,41.6835,-8.8341,1,m,PRT,315,Iberian Coastal,79,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,coastal sea water ENVO:00002150,Acide Washed Bucket,Mouth of Lima estuary_Surface Water,None,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275571,ERS667589,18.4,centigrade,,32.3,PSU,,8.25,dimensionless,,3.52,micromol/l,,12.16,micromol/l,,6830,microgram/l,,0,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,8.03,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.38,micromol/l,,12.08,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD74_2014-06_NPL022_1,OSD74_2014-06-21_1m_NPL022,OSD2014,OSD74,OSD74_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD74_20140621T1115Z.pdf,Investigate Ocean Microbial Diversity,2014-06-21T11:15,41.1416,-8.6668,1,m,PRT,387,Iberian Coastal,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,coastal sea water ENVO:00002150,Acid washed bucket,Surface Water,none,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275570,ERS667588,20.2,centigrade,,13.75,PSU,,7.83,dimensionless,,3.96,micromol/l,,58.92,micromol/l,,3000,microgram/l,,1.18,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,9.08,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,7.24,micromol/l,,21.17,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD76_2014-06_NE08_1,OSD76_2014-06-20_0.5m_NE08,OSD2014,OSD76,OSD76_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD76_20140620T0915Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T09:15,43.9475,12.935,0.5,m,ITA,not present,Mediterranean Sea,not present,Adriatic Sea,3314,not present,not present,not present,tank/CTD,Three samples,Athena Research Vessel_Urbino University_Italy,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275569,ERS667587,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
