SampleID,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Salinity,pH,PO43,NO3,POC,NO2,DOC,NanoMicroPlankton,PAR,Conductivity,PP_C,Oxygen,PON,MesoMacroPlankton,BacterialProduction_C,DON,NH4+,SiOH4,Turbidity,Fluorometer,Chl_a
OSD182_2014-06_NPL022_1,OSD2014,OSD182,OSD182_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD182_20140624T1316Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T13:16,51.458433,2.350467,3,BEL,42071,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,not present,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275473,ERS667482,15.7139,34.9975,not present,not present,not present,not present,not present,not present,not present,not present,43.62,not present,not present,not present,not present,not present,not present,not present,not present,32.8653,not present,not present
OSD183_2014-06_NPL022_1,OSD2014,OSD183,OSD183_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD183_20140624T2158Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T21:58,51.74835,2.698,3,BEL,55961,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD183stationW09RV Simon StevinNiskin2014-06-24T19:58:17Z/2014-06-24T19:58:17Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275472,ERS667481,15.8014,35.0087,not present,not present,not present,not present,not present,not present,not present,not present,43.719,not present,not present,not present,not present,not present,not present,not present,not present,35.3221,not present,not present
OSD184_2014-06_NPL022_1,OSD2014,OSD184,OSD184_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD184_20140624T1806Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T18:06,51.682917,2.4152,3,BEL,60511,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD184stationW10RV Simon StevinNiskin2014-06-24T16:06:27Z/2014-06-24T16:07:22Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275471,ERS667480,15.8336,35.033,not present,not present,not present,not present,not present,not present,not present,not present,43.778,not present,not present,not present,not present,not present,not present,not present,not present,32.7885,not present,not present
OSD185_2014-06_NPL022_1,OSD2014,OSD185,OSD185_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD185_20140624T1434Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T14:34,51.481583,2.451483,3,BEL,40955,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD185station421RV Simon StevinNiskin2014-06-24T12:34:02Z/2014-06-24T12:34:02Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275470,ERS667479,16.1087,34.8998,not present,not present,not present,not present,not present,not present,not present,not present,43.901,not present,not present,not present,not present,not present,not present,not present,not present,31.6838,not present,not present
OSD186_2014-06_NPL022_1,OSD2014,OSD186,OSD186_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD186_20140621T1704Z.pdf,Participation in OSD,2014-06-21T17:04,38.885507,-76.5416,2.4,USA,456,Northeast U.S. Continental Shelf,212,North Atlantic Ocean,1912,freshwater river biome ENVO:01000253,brackish estuary ENVO:00002137,brackish water ENVO:00002019,"5L-Kimmerer, YSI85",collected with Kimmer below surface of water (total depth at site 2.4m),Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275469,ERS667478,26.8,7.2,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,6.2,not present,not present,not present,not present,not present,not present,not present,37.6,not present
OSD188_2014-06_NPL022_1,OSD2014,OSD188,OSD188_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-24T21:48,-32,115.4167,0,AUS,3972,West Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Linnaeus",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275468,ERS667477,21.7963,35.152,not present,0.1,0.1,not present,not present,not present,not present,not present,49.946,not present,218.21158,not present,not present,not present,not present,0.08,1.7,not present,0.4,not present
OSD189_2014-06_NPL022_1,OSD2014,OSD189,OSD189_2014-06,not present,IMOS NAtional Reference Stations - OSD,2014-06-24T16:05,-19.305,147.622,0,AUS,19044,Northeast Australian Shelf,0,Coral Sea,4364,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Apollo",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275467,ERS667476,23.6203,35.2968,not present,0.0539,0.102,not present,not present,not present,not present,not present,51.96143,not present,183.8763,not present,not present,not present,not present,0.171,0.4009,not present,0.0481,not present
OSD19_2014-06_NPL022_1,OSD2014,OSD19,OSD19_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD19_20140623T0730Z.pdf,Not provided,2014-06-23T07:30,35,33,2,CYP,0,Mediterranean Sea,not present,Cyprus Island,3862,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Ruttner Water Sampler,Surface water from site the Wall Famagusta.,RV Security Ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275628,ERS667649,29,39.1,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD190_2014-06_NPL022_1,OSD2014,OSD190,OSD190_2014-06,not present,IMOS National Reference Stations - OSD,2014-07-13T07:22,-35.8372,136.4413,0,AUS,9284,South West Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L bucket,marine surface water,"Research vessel, Ngerin",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275466,ERS667475,15.9433,35.7899,not present,0.123,0.5383,not present,not present,not present,not present,not present,44.73163,not present,176.197079,not present,not present,not present,not present,not present,0.425,not present,not present,not present
OSD191_2014-06_NPL022_1,OSD2014,OSD191,OSD191_2014-06,not present,IMOS National Reference Stations - OSD,2014-07-02T14:33,-12.3382,130.6952,0,AUS,7489,North Australian Shelf,0,Timor Sea,4344,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,surface marine water for filtering,"Research vessel, Westpac Rescue 1",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275465,ERS667474,24.76,34.19,8.03,0.3583,0.2596,not present,not present,not present,not present,not present,51.96,not present,not present,not present,not present,not present,not present,0.0949,5.1682,not present,not present,not present
OSD2_2014-06_NPL022_1,OSD2014,OSD2,OSD2_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf,Our OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.,2014-06-20T11:26,48.7778,-3.9375,0,FRA,5401,Celtic-Biscay Shelf,0,English Channel,2389,neritic epipelagic zone biome ENVO:01000042,coastal water body ENVO:02000049,coastal sea water ENVO:00002150,5L Niskin bottle,clear water,RV Neomysis,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275645,ERS667667,14.38,35.128,8.02,0.1,1.3,112.2,0.11,not present,not present,1362,not present,not present,282.7,14.3,not present,not present,not present,0.58,0.9,not present,not present,1.22
OSD2_2014-06_NE08_1,OSD2014,OSD2,OSD2_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf,Our OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.,2014-06-20T11:26,48.7778,-3.9375,1,FRA,5399,Celtic-Biscay Shelf,0,English Channel,2389,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5L Niskin bottle,clear water,RV Neomysis,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,14.38,35.128,8.02,0.1,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD20_2014-06_NPL022_1,OSD2014,OSD20,OSD20_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf,Microbial diversity,2014-06-20T10:30,64.208333,-22.015,0,ISL,5090,Iceland Shelf and Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,Samples were filtered onboard,Small research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275626,ERS667647,11,31.2,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD20_2014-06_NPL022_2,OSD2014,OSD20,OSD20_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf,Microbial diversity,2014-06-20T10:30,64.208333,-22.015,20,ISL,5090,Iceland Shelf and Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,Samples were filtered onboard,Small research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275627,ERS667648,11,31.2,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD21_2014-06_NPL022_1,OSD2014,OSD21,OSD21_2014-06,not present,Monthly monitoring,2014-06-21T10:55,45.08,13.61,0,HRV,1559,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,Seawater,Burin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282987,ERS667646,19.5,37.1,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD22_2014-06_NE08_1,OSD2014,OSD22,OSD22_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf,Solemio station (SOMLIT site),2014-06-23T06:01,43.22639,5.1746,1,FRA,10195,Mediterranean Sea,0,Mediterranean Sea - Western Basin,4279,marine biome ENVO:00000447,surface water ENVO:00002042,saline water ENVO:00002010,CTD rosette + 2 Niskin bottles,1st Niskin (18L) for Sterivex filtration.,NO ANTEDON II,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,21.9952,38.0871,not present,0.16,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD22_2014-06_NPL022_1,OSD2014,OSD22,OSD22_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf,Solemio station (SOMLIT site),2014-06-23T06:01,43.22639,5.1746,1,FRA,10195,Mediterranean Sea,0,Mediterranean Sea - Western Basin,4279,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,CTD rosette + 2 Niskin bottles,1st Niskin (18L) for Sterivex filtration.,NO ANTEDON II,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275625,ERS667645,21.9952,38.0871,not present,0.16,0.026,not present,0,not present,not present,1335.2,53.85,not present,4.941,not present,not present,not present,not present,0.025,1.729,2.436,not present,2.8
OSD24_2014-06_NPL022_1,OSD2014,OSD24,OSD24_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD24_20140621T1230Z.pdf,Exploring biodiversity,2014-06-21T12:30,35.1927,-2.88005,0,MAR,2362,Mediterranean Sea,0,Alboran Sea,3324,mediterranean sea biome ENVO:01000047,brackish estuary ENVO:00002137,coastal sea water ENVO:00002150,Bottle 5L,water sample,Ship MarchicaMed,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275624,ERS667644,26.5,36,7.89,0.25,12.5,not present,0.2,1150,not present,not present,52.03,not present,7.78,not present,not present,not present,not present,not present,not present,3.62,not present,not present
OSD25_2014-06_NPL022_1,OSD2014,OSD25,OSD25_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD25_20140621T0900Z.pdf,Exploring biodiversity,2014-06-21T09:00,35.086353,-2.214658,0,MAR,0,Mediterranean Sea,0,Alboran Sea,3324,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275623,ERS667643,23.1,30,8.03,0.16,0.67,243,0.01,475,not present,not present,51.1,not present,7,not present,not present,not present,not present,not present,not present,not present,not present,0.18
OSD26_2014-06_NPL022_1,OSD2014,OSD26,OSD26_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD26_20140621T1245Z.pdf,Exploring biodiversity,2014-06-21T12:45,35.82,-5.75,0,MAR,216,Canary Current,0,Strait of Gibraltar,3346,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,Bottle 5L,water sample,Ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275622,ERS667642,28,34.19,7.69,not present,not present,not present,not present,not present,not present,not present,49.7,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD28_2014-06_NPL022_1,OSD2014,OSD28,OSD28_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD28_20140621T0415Z.pdf,Sample microbial diversity,2014-06-21T04:15,16.802575,88.08165,0.2,IND,392876,Bay of Bengal,0,Bay of Bengal,4273,marine reef biome ENVO:01000029,surface water ENVO:00002042,sea water ENVO:00002149,acid-washed bucket,Surface water from back reef environment in close proximity to mesoamerican reef crest.,"wading, on foot",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275621,ERS667641,29.5,35,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD29_2014-06_NPL022_1,OSD2014,OSD29,OSD29_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD29_20140621T1500Z.pdf,sample microbial diversity,2014-06-21T15:00,27.4694,-80.283366,0.2,USA,524,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid-washed buckets,"Sample taken outside the Fort Pierce Inlet on the Atlantic ocean, in about 25 of water.",research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275620,ERS667640,26.9,35.7,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,5.6,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD3_2014-06_NE08_1,OSD2014,OSD3,OSD3_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf,OSD2014 at Helgoland,2014-06-20T05:40,54.18194,7.9,0,DEU,0,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,10L Bucket,surface water sampling,Aade,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275644,ERS667666,14,32.591,8.11,0.1,2.86,not present,0.12,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.93,3.37,not present,not present,not present
OSD3_2014-06_NPL022_1,OSD2014,OSD3,OSD3_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf,OSD2014 at Helgoland,2014-06-20T05:40,54.18194,7.9,0,DEU,0,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,10L Bucket,surface water sampling,Aade,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275643,ERS667665,14,32.591,8.11,0.1,2.86,not present,0.12,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.93,3.37,not present,not present,not present
OSD30_2014-06_NE08_1,OSD2014,OSD30,OSD30_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",2014-06-20T08:15,59.8822,23.2538,2,FIN,1297,Baltic Sea,0,Gulf of Finland,2407,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,LIMNOS water sampler,coastal water taken from a deep furrow stretching into the open Baltic,small motor boat,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,10.5,5.63,7.85,0.2,not present,not present,not present,not present,not present,not present,7.203,not present,10.46,not present,not present,not present,not present,not present,8.1,not present,not present,not present
OSD30_2014-06_NPL022_1,OSD2014,OSD30,OSD30_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",2014-06-20T08:15,59.8822,23.2538,2,FIN,1297,Baltic Sea,0,Gulf of Finland,2407,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,LIMNOS water sampler,coastal water taken from a deep furrow stretching into the open Baltic,small motor boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282984,ERS667638,10.5,5.63,7.85,0.2,not present,not present,not present,not present,not present,not present,7.203,not present,10.46,not present,not present,not present,not present,not present,8.1,not present,not present,not present
OSD31_2014-06_NPL022_1,OSD2014,OSD31,OSD31_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-12T11:20,-34.0833,151.25,1,AUS,5514,East Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L bucket,marine surface water,"Research vessel, Zelda Faith",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275619,ERS667637,20.1183,35.4964,not present,0.1206,0.2451,not present,not present,not present,not present,not present,48.64563,not present,235.999487,not present,not present,not present,not present,0.033,0.3693,not present,3.6457,not present
OSD32_2014-06_NPL022_1,OSD2014,OSD32,OSD32_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-23T15:20,-27.342,153.5622,1,AUS,9573,East Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Scylla",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275618,ERS667636,23.4,35.391,not present,0.0693,0.0665,not present,not present,not present,not present,not present,51.91549,not present,not present,not present,not present,not present,not present,0.048,0.2857,not present,0.1933,not present
OSD33_2014-06_NPL022_1,OSD2014,OSD33,OSD33_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-19T15:35,-42.5966,148.2333,1,AUS,8358,Southeast Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,5 L Niskin,marine surface water,"Research vessel, South Cape",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275617,ERS667635,13.9045,35.3598,not present,0.3081,3.0343,not present,not present,not present,not present,not present,42.29881,not present,250.271724,not present,not present,not present,not present,0.0214,0.6984,not present,0.1442,not present
OSD34_2014-06_NPL022_1,OSD2014,OSD34,OSD34_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD34_20140621T0930Z.pdf,The overall OBJECTIVE is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.,2014-06-21T09:30,31.21667,29.96667,0,EGY,0,Mediterranean Sea,2782,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 Liter plastic jug,sea water,500 m of shore of the Mediterranean Sea,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275616,ERS667634,27,36,8.01,not present,not present,not present,not present,not present,not present,not present,57.4,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD35_2014-06_NPL022_1,OSD2014,OSD35,OSD35_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD35_20140621T1701Z.pdf,OSD Main Event Sampling,2014-06-21T17:01,38.6792,-76.1742,1,USA,0,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,estuarine water ENVO:01000301,YSI 6600 v2 datasonde,"Water sample collected via bucket, 6 filters sub-sampled",Oxford Lab Pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275615,ERS667633,26.32,8.97,7.98,not present,not present,not present,not present,not present,not present,not present,15.41,not present,260.37,not present,not present,not present,not present,not present,not present,9,not present,not present
OSD36_2014-06_NPL022_1,OSD2014,OSD36,OSD36_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD36_20140621T1730Z.pdf,Ocean Sampling Day 2014,2014-06-21T17:30,39.3322,-75.4699,0.5,USA,454,Northeast U.S. Continental Shelf,743,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,estuarine water ENVO:01000301,Bucket,"Woodland Beach, free-standing sub-surface sample taken after wading in to a depth of ca. 1.2 m.",Free-standing beach sample,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275614,ERS667632,23.55,7.42,not present,not present,not present,not present,not present,not present,not present,not present,12.55,not present,392.86,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD37_2014-06_NE08_1,OSD2014,OSD37,OSD37_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD37_20140619T1311Z.pdf,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample),2014-06-19T13:11,26.10293,-80.09315,1,USA,1069,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys,particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37. two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).,NOAA research vessel HILDEBRAND,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275613,ERS667631,27.7,33.82,8.03,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,1.01,not present,not present
OSD37_2014-06_NPL022_1,OSD2014,OSD37,OSD37_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD37_20140619T1311Z.pdf,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample),2014-06-19T13:11,26.10293,-80.09315,1,USA,1069,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys,particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37. two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).,NOAA research vessel HILDEBRAND,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275612,ERS667630,27.7,33.82,8.03,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,1.61,not present,not present
OSD38_2014-06_NPL022_1,OSD2014,OSD38,OSD38_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD38_20140620T1655Z.pdf,"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.",2014-06-20T16:55,24.7449,-80.78375,0,USA,6942,Caribbean Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys","particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.",25-foot motor boat (Keys Marine Lab),NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275611,ERS667629,29.6,36.25,7.89,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.23,not present,not present
